;// 무기  , 아이템,ID의, 수정 ,,, 추가, 삭제, 발생시, 클라이언트,팀에,알려,주세요,적용안,할경우,,크래쉬,To ,클라이언트팀,CSWeaponID ,,,, 정의 코드의, 주석 참고 해, 작업해 주세요.
6096,#CSO2_ITEM_NAME_m3_m1887_v8,#CSO2_ITEM_DESC_m3_m1887_v8,m3,m1887_v8,item,weapon,shotgun,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,3,5,0,0,0,none,none,0,0,,,,0
6097,#CSO2_ITEM_NAME_m3_m1887_gold,#CSO2_ITEM_DESC_m3_m1887_gold,m3,m1887_gold,item,weapon,shotgun,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,3,5,0,0,0,none,none,0,0,,,,0
6098,#CSO2_ITEM_NAME_m3_m1887_maverick,#CSO2_ITEM_DESC_m3_m1887_maverick,m3,m1887_maverick,item,weapon,shotgun,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,3,5,0,0,0,none,none,0,0,,,,0
6099,#CSO2_ITEM_NAME_scout_m24,#CSO2_ITEM_DESC_scout_m24,scout,m24,item,weapon,snip,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6100,#CSO2_ITEM_NAME_aek971_cf_akbeast,#CSO2_ITEM_DESC_aek971_cf_akbeast,aek971,cf_akbeast,item,weapon,rifle,0,2,0,0,0,3,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,EXPUP(100) | WEAPONDROPOFF | ZZ_PHOENIX,0
6101,#CSO2_ITEM_NAME_scout_m24_transgear,#CSO2_ITEM_DESC_scout_m24_transgear,scout,m24_transgear,item,weapon,snip,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6102,#CSO2_ITEM_NAME_ak47_csgo_ak47,#CSO2_ITEM_DESC_ak47_csgo_ak47,ak47,csgo_ak47,item,weapon,rifle,0,2,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6103,#CSO2_ITEM_NAME_deserteagle_cf_degod,#CSO2_ITEM_DESC_deserteagle_cf_degod,deserteagle,cf_degod,item,weapon,pistol,1,0,0,0,0,0,5,0,0,0,EXPUPWITHTEAM(30),SS_GRADE_WEAPON_GROUP,100,0,,,EXPUP(100) | WEAPONDROPOFF | ZZ_PHOENIX,0
6104,#CSO2_ITEM_NAME_ak47_csgo_ak47_vulcan,#CSO2_ITEM_DESC_ak47_csgo_ak47_vulcan,ak47,csgo_ak47_vulcan,item,weapon,rifle,0,2,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6105,#CSO2_ITEM_NAME_ak47_csgo_ak47_fire,#CSO2_ITEM_DESC_ak47_csgo_ak47_fire,ak47,csgo_ak47_fire,item,weapon,rifle,0,2,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6106,#CSO2_ITEM_NAME_aek971_cf_akironbeast,#CSO2_ITEM_DESC_aek971_cf_akironbeast,aek971,cf_akironbeast,item,weapon,rifle,0,2,0,0,0,3,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,EXPUP(100) | WEAPONDROPOFF | ZZ_PHOENIX,0
6107,#CSO2_ITEM_NAME_elites_infinityex1,#CSO2_ITEM_DESC_elites_infinityex1,elites,infinityex1,item,weapon,pistol,1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6108,#CSO2_ITEM_NAME_paw20_gungnir,#CSO2_ITEM_DESC_paw20_gungnir,paw20,gungnir,item,weapon,mach,0,0,36|44|45|46|47|53|57|63|65,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,150,0,,,"CRITICAL(30,1.5) | EXPUP(150) | WEAPONDROPOFF | ZZ_CHAIN_LIGHTNING | DMG_DISSOLVE",0 | GET_SPEED_CHAR_SKILLPOINT_INCREASE(0.5)",0
6109,#CSO2_ITEM_NAME_elites_infinityex2,#CSO2_ITEM_DESC_elites_infinityex2,elites,infinityex2,item,weapon,pistol,1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6110,#CSO2_ITEM_NAME_ak47_csgo_ak47_asiimov,#CSO2_ITEM_DESC_ak47_csgo_ak47_asiimov,ak47,csgo_ak47_asiimov,item,weapon,rifle,0,2,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6111,#CSO2_ITEM_NAME_ak47_csgo_ak47_empress,#CSO2_ITEM_DESC_ak47_csgo_ak47_empress,ak47,csgo_ak47_empress,item,weapon,rifle,0,2,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6112,#CSO2_ITEM_NAME_karambit,#CSO2_ITEM_DESC_karambit,default_knife,karambit,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6113,#CSO2_ITEM_NAME_karambit_crimsonweb,#CSO2_ITEM_DESC_karambit_crimsonweb,default_knife,karambit_crimsonweb,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6114,#CSO2_ITEM_NAME_talonknife,#CSO2_ITEM_DESC_talonknife,default_knife,talonknife,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6115,#CSO2_ITEM_NAME_talonknife_fire,#CSO2_ITEM_DESC_talonknife_fire,default_knife,talonknife_fire,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6116,#CSO2_ITEM_NAME_m4a1_af_tsinglung,#CSO2_ITEM_DESC_m4a1_af_tsinglung,m4a1,af_tsinglung,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6117,#CSO2_ITEM_NAME_scarl_cod_dargon,#CSO2_ITEM_DESC_scarl_cod_dargon,scarl,cod_dargon,item,weapon,rifle,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,3,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6118,#CSO2_ITEM_NAME_acr_cod_nuke,#CSO2_ITEM_DESC_acr_cod_nuke,acr,cod_nuke,item,weapon,rifle,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,3,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6119,#CSO2_ITEM_NAME_ak12_cf_ak12,#CSO2_ITEM_DESC_ak12_cf_ak12,ak12,cf_ak12,item,weapon,rifle,0,2,0,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,EXPUP(100) | WEAPONDROPOFF | ZZ_PHOENIX,0
6120,#CSO2_ITEM_NAME_csls06_csgo_ppbizon,#CSO2_ITEM_DESC_csls06_csgo_ppbizon,csls06,csgo_ppbizon,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6121,#CSO2_ITEM_NAME_g36k_light,#CSO2_ITEM_DESC_g36k_light,g36k,light,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6122,#CSO2_ITEM_NAME_beowulf_ghost,#CSO2_ITEM_DESC_beowulf_ghost,50beowulf,ghost,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6123,#CSO2_ITEM_NAME_csls06_csgo_ppbizon_roller,#CSO2_ITEM_DESC_csls06_csgo_ppbizon_roller,csls06,csgo_ppbizon_roller,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6124,#CSO2_ITEM_NAME_csls06_csgo_ppbizon_anubis,#CSO2_ITEM_DESC_csls06_csgo_ppbizon_anubis,csls06,csgo_ppbizon_anubis,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6125,#CSO2_ITEM_NAME_trg42_trg42g,#CSO2_ITEM_DESC_trg42_trg42g,trg42,trg42g,item,weapon,snip,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6126,#CSO2_ITEM_NAME_m3_hide,#CSO2_ITEM_DESC_m3_hide,m3,hide,item,weapon,shotgun,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,HIDE_REDUCE_DMG(50) | DEATH_MDL_CHG(DDONG),0
6127,#CSO2_ITEM_NAME_qbz95_af_xuanwu,#CSO2_ITEM_DESC_qbz95_af_xuanwu,qbz95,af_xuanwu,item,weapon,rifle,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6128,#CSO2_ITEM_NAME_hk416c_anna,#CSO2_ITEM_DESC_hk416c_anna,hk416c,anna,item,weapon,smg,0,0,0,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,EXPUP(100) | WEAPONDROPOFF | ZZ_PHOENIX,0
6129,#CSO2_ITEM_NAME_awp_csgo_awp,#CSO2_ITEM_DESC_awp_csgo_awp,awp,csgo_awp,item,weapon,snip,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6130,#CSO2_ITEM_NAME_awp_gungnir,#CSO2_ITEM_DESC_awp_gungnir,awp,gungnir,item,weapon,snip,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6131,#CSO2_ITEM_NAME_awp_neonoir,#CSO2_ITEM_DESC_awp_neonoir,awp,neonoir,item,weapon,snip,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6132,#CSO2_ITEM_NAME_awp_prince,#CSO2_ITEM_DESC_awp_prince,awp,prince,item,weapon,snip,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6133,#CSO2_ITEM_NAME_awp_asimov,#CSO2_ITEM_DESC_awp_asimov,awp,asimov,item,weapon,snip,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6134,#CSO2_ITEM_NAME_awp_vanilla,#CSO2_ITEM_DESC_awp_vanilla,awp,vanilla,item,weapon,snip,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6135,#CSO2_ITEM_NAME_awp_chocola,#CSO2_ITEM_DESC_awp_chocola,awp,chocola,item,weapon,snip,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6136,#CSO2_ITEM_NAME_usas12_x12,#CSO2_ITEM_DESC_usas12_x12,usas12,x12,item,weapon,shotgun,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,none,0,0,,,,1
6137,#CSO2_ITEM_NAME_usas12_x12ex,#CSO2_ITEM_DESC_usas12_x12ex,usas12,x12ex,item,weapon,shotgun,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6138,#CSO2_ITEM_NAME_p90_csgo_p90,#CSO2_ITEM_DESC_P90_csgo_p90,p90,csgo_p90,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6139,#CSO2_ITEM_NAME_p90_cat,#CSO2_ITEM_DESC_P90_cat,p90,cat,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6140,#CSO2_ITEM_NAME_p90_chocola,#CSO2_ITEM_DESC_P90_chocola,p90,chocola,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6141,#CSO2_ITEM_NAME_p90_vanilla,#CSO2_ITEM_DESC_P90_vanilla,p90,vanilla,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6142,#CSO2_ITEM_NAME_ak47_csgo_ak47_saratoga,#CSO2_ITEM_DESC_ak47_csgo_ak47_saratoga,ak47,csgo_ak47_saratoga,item,weapon,rifle,0,2,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6143,#CSO2_ITEM_NAME_m4a1_csgo_m4a1,#CSO2_ITEM_DESC_M4A1_csgo_m4a1,m4a1,csgo_m4a1,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6144,#CSO2_ITEM_NAME_m4a1_asiimov,#CSO2_ITEM_DESC_M4A1_asiimov,m4a1,asiimov,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6145,#CSO2_ITEM_NAME_m4a1_chantico,#CSO2_ITEM_DESC_M4A1_chantico,m4a1,chantico,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6146,#CSO2_ITEM_NAME_m4a1_cyrex,#CSO2_ITEM_DESC_M4A1_cyrex,m4a1,cyrex,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6147,#CSO2_ITEM_NAME_m4a1_mecha,#CSO2_ITEM_DESC_M4A1_mecha,m4a1,mecha,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6148,#CSO2_ITEM_NAME_m4a1_neonoir,#CSO2_ITEM_DESC_M4A1_neonoir,m4a1,neonoir,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6149,#CSO2_ITEM_NAME_m4a1_cat,#CSO2_ITEM_DESC_M4A1_cat,m4a1,cat,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6150,#CSO2_ITEM_NAME_sg550_skull5,#CSO2_ITEM_DESC_sg550_skull5,sg550,skull5,item,weapon,snip,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,none,0,0,,,,0
6151,#CSO2_ITEM_NAME_lr300_csgo_m4a4,#CSO2_ITEM_DESC_lr300_csgo_m4a4,lr300,csgo_m4a4,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6152,#CSO2_ITEM_NAME_lr300_emperor,#CSO2_ITEM_DESC_lr300_emperor,lr300,emperor,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6153,#CSO2_ITEM_NAME_lr300_howl,#CSO2_ITEM_DESC_lr300_howl,lr300,howl,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6154,#CSO2_ITEM_NAME_lr300_neonoir,#CSO2_ITEM_DESC_lr300_neonoir,lr300,neonoir,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6155,#CSO2_ITEM_NAME_lr300_asiimov,#CSO2_ITEM_DESC_lr300_asiimov,lr300,asiimov,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6156,#CSO2_ITEM_NAME_lr300_neonrider,#CSO2_ITEM_DESC_lr300_neonrider,lr300,neonrider,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6157,#CSO2_ITEM_NAME_lr300_kill,#CSO2_ITEM_DESC_lr300_kill,lr300,kill,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6158,#CSO2_ITEM_NAME_m16a2_ar38,#CSO2_ITEM_DESC_m16a2_ar38,m16a2,ar38,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6159,#CSO2_ITEM_NAME_akm_codak47,#CSO2_ITEM_DESC_akm_codak47,akm,codak47,item,weapon,rifle,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6160,#CSO2_ITEM_NAME_akm_elysium,#CSO2_ITEM_DESC_akm_elysium,akm,elysium,item,weapon,rifle,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6161,#CSO2_ITEM_NAME_k1_asval,#CSO2_ITEM_DESC_K1_asval,k1,asval,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6162,#CSO2_ITEM_NAME_deserteagle_csgo_deagle,#CSO2_ITEM_DESC_deserteagle_csgo_deagle,deserteagle,csgo_deagle,item,weapon,pistol,1,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6163,#CSO2_ITEM_NAME_sg552_csgo_sg556,#CSO2_ITEM_DESC_SG552_csgo_sg556,sg552,csgo_sg556,item,weapon,rifle,0,2,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6164,#CSO2_ITEM_NAME_glock18_gspirit,#CSO2_ITEM_DESC_glock18_gspirit,glock18,gspirit,item,weapon,pistol,1,0,0,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,EXPUP(100) | WEAPONDROPOFF | ZZ_PHOENIX,0
6165,#CSO2_ITEM_NAME_gilboasnake_sfm4a1,#CSO2_ITEM_DESC_gilboasnake_sfm4a1,gilboasnake,sfm4a1,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | DMG_DISSOLVE | ZZ_HEATUP(3,3,5)",0
6166,#CSO2_ITEM_NAME_thunder_taser,#CSO2_ITEM_DESC_thunder_taser,thunder,taser,item,weapon,pistol,1,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|54|55|56|57|58|59|60|61|62|64|65|66|67|68|69|70|71|72|73,0,0,0,5,0,0,0,none,none,0,0,,,,0
6167,#CSO2_ITEM_NAME_dbarrel_qbarrel,#CSO2_ITEM_DESC_dbarrel_qbarrel,dbarrel,qbarrel,item,weapon,shotgun,0,0,36|44|45|46|47|53|57|65,0,0,0,5,0,0,0,none,none,0,0,,,,1
6168,#CSO2_ITEM_NAME_sg552_integrale,#CSO2_ITEM_DESC_SG552_integrale,sg552,integrale,item,weapon,rifle,0,2,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6169,#CSO2_ITEM_NAME_candlexmas_breaker,#CSO2_ITEM_DESC_candlexmas_breaker,candlexmas,breaker,item,weapon,knife,2,0,3|36|37|38|44|45|46|47|53|57|63|65,0,0,0,5,0,0,0,none,none,0,0,,,,0
6170,#CSO2_ITEM_NAME_deserteagle_mecha,#CSO2_ITEM_DESC_deserteagle_mecha,deserteagle,mecha,item,weapon,pistol,1,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6171,#CSO2_ITEM_NAME_deserteagle_pilot,#CSO2_ITEM_DESC_deserteagle_pilot,deserteagle,pilot,item,weapon,pistol,1,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6172,#CSO2_ITEM_NAME_deserteagle_dragon,#CSO2_ITEM_DESC_deserteagle_dragon,deserteagle,dragon,item,weapon,pistol,1,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6173,#CSO2_ITEM_NAME_sg552_colony,#CSO2_ITEM_DESC_SG552_colony,sg552,colony,item,weapon,rifle,0,2,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6174,#CSO2_ITEM_NAME_sg552_cyrex,#CSO2_ITEM_DESC_SG552_cyrex,sg552,cyrex,item,weapon,rifle,0,2,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6175,#CSO2_ITEM_NAME_sg552_akihabara,#CSO2_ITEM_DESC_SG552_akihabara,sg552,akihabara,item,weapon,rifle,0,2,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
6176,#CSO2_ITEM_NAME_sg552_phantom,#CSO2_ITEM_DESC_SG552_phantom,sg552,phantom,item,weapon,rifle,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6177,#CSO2_ITEM_NAME_anaconda_trigun,#CSO2_ITEM_DESC_anaconda_trigun,anaconda,trigun,item,weapon,pistol,1,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6178,#CSO2_ITEM_NAME_sg550_skull5_blood,#CSO2_ITEM_DESC_sg550_skull5_blood,sg550,skull5_blood,item,weapon,snip,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6179,#CSO2_ITEM_NAME_elites_skull2,#CSO2_ITEM_DESC_elites_skull2,elites,skull2,item,weapon,pistol,1,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,none,0,0,,,,0
6180,#CSO2_ITEM_NAME_candlexmas_chainsaw,#CSO2_ITEM_DESC_candlexmas_chainsaw,candlexmas,chainsaw,item,weapon,knife,2,0,3|47,0,0,0,5,0,0,0,none,none,0,0,,,,0
6181,#CSO2_ITEM_NAME_fal_hk21,#CSO2_ITEM_DESC_fal_hk21,fal,hk21,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,1
6182,#CSO2_ITEM_NAME_usas12_s12,#CSO2_ITEM_DESC_usas12_s12,usas12,s12,item,weapon,shotgun,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,0,5,0,0,0,none,none,0,0,,,,0
6183,#CSO2_ITEM_NAME_scarl_rocket,#CSO2_ITEM_DESC_scarl_rocket,scarl,rocket,item,weapon,rifle,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,3,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6184,#CSO2_ITEM_NAME_qjy88_chainsaw,#CSO2_ITEM_DESC_qjy88_chainsaw,qjy88,chainsaw,item,weapon,mach,0,0,3|36|37|38|44|45|46|47|53|57|63|65,0,0,0,5,0,0,0,none,none,0,0,,,,0
6185,#CSO2_ITEM_NAME_defaultknifecamo1_energy_sword,#CSO2_ITEM_DESC_defaultknifecamo1_energy_sword,defaultknifecamo1,energy_sword,item,weapon,knife,2,0,3|36|37|38|44|45|46|47|53|57|63|65,0,0,0,5,0,0,0,none,none,0,0,,,,0
6186,#CSO2_ITEM_NAME_akm_miku,#CSO2_ITEM_DESC_akm_miku,akm,miku,item,weapon,rifle,0,2,0,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"EXPUP(150)| WEAPONDROPOFF | ZZ_HEATUP(3,3,5)",0
6187,#CSO2_ITEM_NAME_usas12_s12kmiku,#CSO2_ITEM_DESC_usas12_s12kmiku,usas12,s12kmiku,item,weapon,shotgun,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
6188,#CSO2_ITEM_NAME_fal_hk21lava,#CSO2_ITEM_DESC_fal_hk21lava,fal,hk21lava,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,EXPUP(100) | WEAPONDROPOFF | ZZ_PHOENIX,0
6189,#CSO2_ITEM_NAME_xm1014_ksg12,#CSO2_ITEM_DESC_XM1014_ksg12,xm1014,ksg12,item,weapon,shotgun,0,0,3|5|6|7|8|9|10|11|13|14|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|73,0,0,3,5,0,0,0,none,none,0,0,,,,0
6190,#CSO2_ITEM_NAME_m99railgun_thunderbolt,#CSO2_ITEM_DESC_m99railgun_thunderbolt,m99railgun,thunderbolt,item,weapon,snip,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
